term,term_count,term_ratio,doc_count,doc_ratio,sample_size
trump,937,0.187,933,0.187,5000
ice,372,0.0744,368,0.0736,5000
new,343,0.0686,333,0.0666,5000
venezuela,333,0.0666,332,0.0664,5000
shooting,169,0.0338,169,0.0338,5000
minneapolis,160,0.032,160,0.032,5000
2026,143,0.0286,143,0.0286,5000
maduro,127,0.0254,127,0.0254,5000
oil,117,0.0234,115,0.023,5000
house,110,0.022,109,0.0218,5000
good,108,0.0216,106,0.0212,5000
gop,94,0.0188,94,0.0188,5000
greenland,92,0.0184,92,0.0184,5000
boston,85,0.017,85,0.017,5000
u.s.,82,0.0164,82,0.0164,5000
renee,81,0.0162,81,0.0162,5000
killing,80,0.016,80,0.016,5000
jan,77,0.0154,77,0.0154,5000
back,77,0.0154,73,0.0146,5000
win,76,0.0152,76,0.0152,5000
vs,76,0.0152,76,0.0152,5000
black,74,0.0148,72,0.0144,5000
man,73,0.0146,72,0.0144,5000
attack,72,0.0144,72,0.0144,5000
killed,70,0.014,70,0.014,5000
woman,69,0.0138,69,0.0138,5000
down,69,0.0138,69,0.0138,5000
white,68,0.0136,68,0.0136,5000
federal,68,0.0136,68,0.0136,5000
minnesota,66,0.0132,66,0.0132,5000
january,65,0.013,65,0.013,5000
world,65,0.013,65,0.013,5000
court,62,0.0124,62,0.0124,5000
people,61,0.0122,61,0.0122,5000
report,60,0.012,60,0.012,5000
big,60,0.012,59,0.0118,5000
season,59,0.0118,59,0.0118,5000
america,59,0.0118,59,0.0118,5000
war,56,0.0112,54,0.0108,5000
agent,54,0.0108,54,0.0108,5000
president,54,0.0108,54,0.0108,5000
maga,54,0.0108,53,0.0106,5000
former,52,0.0104,52,0.0104,5000
fire,51,0.0102,50,0.01,5000
video,51,0.0102,51,0.0102,5000
agents,49,0.0098,49,0.0098,5000
end,48,0.0096,48,0.0096,5000
death,48,0.0096,48,0.0096,5000
news,48,0.0096,47,0.0094,5000
officer,48,0.0096,48,0.0096,5000
mass,47,0.0094,47,0.0094,5000
military,47,0.0094,47,0.0094,5000
day,47,0.0094,46,0.0092,5000
history,46,0.0092,46,0.0092,5000
police,46,0.0092,45,0.009,5000
health,46,0.0092,46,0.0092,5000
plan,46,0.0092,46,0.0092,5000
patriots,45,0.009,44,0.0088,5000
women,44,0.0088,44,0.0088,5000
administration,44,0.0088,44,0.0088,5000
dies,44,0.0088,44,0.0088,5000
game,44,0.0088,43,0.0086,5000
republicans,43,0.0086,43,0.0086,5000
right,43,0.0086,43,0.0086,5000
protests,43,0.0086,43,0.0086,5000
claims,43,0.0086,43,0.0086,5000
iran,43,0.0086,43,0.0086,5000
time,42,0.0084,40,0.008,5000
wild,42,0.0084,42,0.0084,5000
calls,42,0.0084,42,0.0084,5000
2025,42,0.0084,42,0.0084,5000
mamdani,42,0.0084,42,0.0084,5000
face,41,0.0082,41,0.0082,5000
album,41,0.0082,41,0.0082,5000
venezuelan,40,0.008,40,0.008,5000
officials,40,0.008,40,0.008,5000
red,40,0.008,40,0.008,5000
ex,40,0.008,40,0.008,5000
set,39,0.0078,39,0.0078,5000
return,39,0.0078,39,0.0078,5000
week,39,0.0078,39,0.0078,5000
team,39,0.0078,39,0.0078,5000
mayor,38,0.0076,38,0.0076,5000
old,37,0.0074,36,0.0072,5000
law,37,0.0074,37,0.0074,5000
host,37,0.0074,37,0.0074,5000
live,36,0.0072,36,0.0072,5000
million,36,0.0072,35,0.007,5000
roundup,36,0.0072,36,0.0072,5000
city,36,0.0072,35,0.007,5000
deadly,36,0.0072,36,0.0072,5000
nyc,36,0.0072,36,0.0072,5000
republican,35,0.007,35,0.007,5000
texas,35,0.007,35,0.007,5000
so,35,0.007,35,0.007,5000
admin,35,0.007,35,0.007,5000
anti,34,0.0068,34,0.0068,5000
noem,34,0.0068,34,0.0068,5000
school,34,0.0068,34,0.0068,5000
public,34,0.0068,34,0.0068,5000
