term,term_count,term_ratio,doc_count,doc_ratio,sample_size
biden,456,0.0912,452,0.0904,5000
new,219,0.0438,217,0.0434,5000
trump,176,0.0352,169,0.0338,5000
ukraine,169,0.0338,167,0.0334,5000
report,159,0.0318,158,0.0316,5000
ohio,153,0.0306,152,0.0304,5000
video,138,0.0276,134,0.0268,5000
china,137,0.0274,134,0.0268,5000
police,120,0.024,120,0.024,5000
train,118,0.0236,118,0.0236,5000
watch,116,0.0232,116,0.0232,5000
east,103,0.0206,103,0.0206,5000
palestine,103,0.0206,103,0.0206,5000
white,102,0.0204,101,0.0202,5000
desantis,98,0.0196,98,0.0196,5000
man,97,0.0194,95,0.019,5000
russia,96,0.0192,96,0.0192,5000
news,95,0.019,92,0.0184,5000
school,93,0.0186,87,0.0174,5000
war,93,0.0186,93,0.0186,5000
house,93,0.0186,93,0.0186,5000
down,86,0.0172,86,0.0172,5000
black,85,0.017,80,0.016,5000
florida,84,0.0168,82,0.0164,5000
people,82,0.0164,79,0.0158,5000
derailment,81,0.0162,81,0.0162,5000
gop,78,0.0156,78,0.0156,5000
former,76,0.0152,76,0.0152,5000
u.s.,76,0.0152,76,0.0152,5000
haley,76,0.0152,76,0.0152,5000
media,74,0.0148,74,0.0148,5000
calls,74,0.0148,74,0.0148,5000
america,73,0.0146,71,0.0142,5000
woman,72,0.0144,72,0.0144,5000
shooting,71,0.0142,70,0.014,5000
joe,70,0.014,70,0.014,5000
bill,70,0.014,70,0.014,5000
president,70,0.014,70,0.014,5000
old,69,0.0138,67,0.0134,5000
2024,68,0.0136,68,0.0136,5000
nikki,68,0.0136,68,0.0136,5000
abortion,66,0.0132,63,0.0126,5000
world,66,0.0132,65,0.013,5000
woke,65,0.013,63,0.0126,5000
claims,63,0.0126,63,0.0126,5000
super,62,0.0124,62,0.0124,5000
california,62,0.0124,62,0.0124,5000
day,61,0.0122,61,0.0122,5000
university,58,0.0116,58,0.0116,5000
cnn,58,0.0116,58,0.0116,5000
chinese,57,0.0114,56,0.0112,5000
dead,57,0.0114,56,0.0112,5000
bowl,57,0.0114,57,0.0114,5000
students,57,0.0114,54,0.0108,5000
big,57,0.0114,53,0.0106,5000
buttigieg,56,0.0112,56,0.0112,5000
star,56,0.0112,55,0.011,5000
lemon,55,0.011,55,0.011,5000
back,55,0.011,52,0.0104,5000
covid,54,0.0108,53,0.0106,5000
court,54,0.0108,54,0.0108,5000
breaking,53,0.0106,53,0.0106,5000
american,52,0.0104,50,0.01,5000
women,51,0.0102,51,0.0102,5000
time,51,0.0102,51,0.0102,5000
national,50,0.01,50,0.01,5000
americans,50,0.01,50,0.01,5000
anti,50,0.01,50,0.01,5000
health,49,0.0098,47,0.0094,5000
ban,49,0.0098,49,0.0098,5000
texas,49,0.0098,49,0.0098,5000
gun,48,0.0096,46,0.0092,5000
shot,48,0.0096,48,0.0096,5000
government,47,0.0094,47,0.0094,5000
james,47,0.0094,46,0.0092,5000
warns,46,0.0092,46,0.0092,5000
military,46,0.0092,45,0.009,5000
visit,46,0.0092,46,0.0092,5000
election,46,0.0092,45,0.009,5000
group,45,0.009,45,0.009,5000
killed,45,0.009,45,0.009,5000
life,45,0.009,45,0.009,5000
city,44,0.0088,42,0.0084,5000
sex,43,0.0086,43,0.0086,5000
rep,43,0.0086,43,0.0086,5000
michigan,43,0.0086,42,0.0084,5000
family,42,0.0084,42,0.0084,5000
children,42,0.0084,42,0.0084,5000
attack,42,0.0084,42,0.0084,5000
college,42,0.0084,42,0.0084,5000
race,41,0.0082,40,0.008,5000
toxic,41,0.0082,41,0.0082,5000
kids,41,0.0082,41,0.0082,5000
fire,41,0.0082,40,0.008,5000
death,41,0.0082,41,0.0082,5000
arrested,41,0.0082,41,0.0082,5000
republicans,40,0.008,40,0.008,5000
pro,40,0.008,38,0.0076,5000
air,39,0.0078,39,0.0078,5000
balloon,39,0.0078,38,0.0076,5000
