term,term_count,term_ratio,doc_count,doc_ratio,sample_size
new,376,0.0752,357,0.0714,5000
trump,266,0.0532,262,0.0524,5000
tucker,203,0.0406,203,0.0406,5000
carlson,176,0.0352,176,0.0352,5000
gop,167,0.0334,167,0.0334,5000
biden,148,0.0296,148,0.0296,5000
fox,140,0.028,139,0.0278,5000
black,134,0.0268,127,0.0254,5000
news,130,0.026,128,0.0256,5000
house,112,0.0224,112,0.0224,5000
court,103,0.0206,103,0.0206,5000
desantis,101,0.0202,101,0.0202,5000
report,97,0.0194,96,0.0192,5000
bill,92,0.0184,92,0.0184,5000
2023,87,0.0174,87,0.0174,5000
back,76,0.0152,74,0.0148,5000
man,75,0.015,75,0.015,5000
watch,74,0.0148,74,0.0148,5000
announces,72,0.0144,72,0.0144,5000
republicans,71,0.0142,71,0.0142,5000
harry,69,0.0138,69,0.0138,5000
anti,68,0.0136,66,0.0132,5000
day,66,0.0132,65,0.013,5000
abortion,66,0.0132,63,0.0126,5000
people,66,0.0132,66,0.0132,5000
right,65,0.013,62,0.0124,5000
trans,64,0.0128,64,0.0128,5000
belafonte,62,0.0124,62,0.0124,5000
city,61,0.0122,60,0.012,5000
listen,61,0.0122,61,0.0122,5000
white,59,0.0118,59,0.0118,5000
police,58,0.0116,58,0.0116,5000
sudan,57,0.0114,57,0.0114,5000
supreme,57,0.0114,57,0.0114,5000
taylor,57,0.0114,57,0.0114,5000
nyc,55,0.011,55,0.011,5000
texas,55,0.011,54,0.0108,5000
trial,55,0.011,55,0.011,5000
2024,54,0.0108,54,0.0108,5000
campaign,54,0.0108,54,0.0108,5000
rights,54,0.0108,53,0.0106,5000
school,53,0.0106,52,0.0104,5000
week,52,0.0104,51,0.0102,5000
so,52,0.0104,51,0.0102,5000
republican,52,0.0104,52,0.0104,5000
election,52,0.0104,52,0.0104,5000
gay,51,0.0102,45,0.009,5000
debt,50,0.01,50,0.01,5000
president,49,0.0098,49,0.0098,5000
judge,49,0.0098,49,0.0098,5000
montana,49,0.0098,49,0.0098,5000
ron,49,0.0098,49,0.0098,5000
war,48,0.0096,47,0.0094,5000
joe,48,0.0096,48,0.0096,5000
life,48,0.0096,47,0.0094,5000
law,47,0.0094,47,0.0094,5000
big,47,0.0094,46,0.0092,5000
down,47,0.0094,47,0.0094,5000
shares,46,0.0092,46,0.0092,5000
ban,46,0.0092,46,0.0092,5000
disney,46,0.0092,46,0.0092,5000
mccarthy,46,0.0092,46,0.0092,5000
women,46,0.0092,46,0.0092,5000
tour,46,0.0092,45,0.009,5000
south,45,0.009,45,0.009,5000
dies,45,0.009,44,0.0088,5000
share,45,0.009,45,0.009,5000
twitter,45,0.009,45,0.009,5000
justice,45,0.009,45,0.009,5000
climate,44,0.0088,43,0.0086,5000
song,44,0.0088,44,0.0088,5000
time,44,0.0088,44,0.0088,5000
game,43,0.0086,40,0.008,5000
florida,43,0.0086,43,0.0086,5000
world,42,0.0084,42,0.0084,5000
ukraine,42,0.0084,42,0.0084,5000
video,42,0.0084,42,0.0084,5000
woman,42,0.0084,42,0.0084,5000
u.s.,41,0.0082,41,0.0082,5000
senate,41,0.0082,41,0.0082,5000
governor,41,0.0082,41,0.0082,5000
john,40,0.008,40,0.008,5000
jean,40,0.008,40,0.008,5000
fired,40,0.008,40,0.008,5000
public,39,0.0078,39,0.0078,5000
death,39,0.0078,39,0.0078,5000
season,39,0.0078,39,0.0078,5000
star,39,0.0078,39,0.0078,5000
donald,39,0.0078,39,0.0078,5000
ex,39,0.0078,37,0.0074,5000
former,39,0.0078,39,0.0078,5000
trailer,38,0.0076,38,0.0076,5000
album,38,0.0076,38,0.0076,5000
care,38,0.0076,37,0.0074,5000
carroll,38,0.0076,38,0.0076,5000
media,37,0.0074,36,0.0072,5000
north,37,0.0074,37,0.0074,5000
san,37,0.0074,37,0.0074,5000
health,36,0.0072,36,0.0072,5000
good,36,0.0072,36,0.0072,5000
