term,term_count,term_ratio,doc_count,doc_ratio,sample_size
trump,730,0.146,722,0.144,5000
new,327,0.0654,318,0.0636,5000
black,117,0.0234,110,0.022,5000
2024,114,0.0228,113,0.0226,5000
ceo,104,0.0208,104,0.0208,5000
biden,101,0.0202,100,0.02,5000
report,93,0.0186,93,0.0186,5000
syria,92,0.0184,92,0.0184,5000
people,80,0.016,80,0.016,5000
u.s.,79,0.0158,79,0.0158,5000
time,74,0.0148,74,0.0148,5000
gop,74,0.0148,74,0.0148,5000
win,72,0.0144,71,0.0142,5000
bill,72,0.0144,72,0.0144,5000
holiday,71,0.0142,71,0.0142,5000
news,70,0.014,69,0.0138,5000
man,68,0.0136,67,0.0134,5000
police,67,0.0134,66,0.0132,5000
down,67,0.0134,67,0.0134,5000
assad,65,0.013,65,0.013,5000
back,64,0.0128,62,0.0124,5000
world,61,0.0122,61,0.0122,5000
house,60,0.012,60,0.012,5000
jr,59,0.0118,59,0.0118,5000
vs,59,0.0118,59,0.0118,5000
health,58,0.0116,57,0.0114,5000
city,57,0.0114,57,0.0114,5000
jay,57,0.0114,50,0.01,5000
end,56,0.0112,56,0.0112,5000
day,56,0.0112,56,0.0112,5000
donald,55,0.011,55,0.011,5000
court,55,0.011,54,0.0108,5000
2025,54,0.0108,54,0.0108,5000
gaza,54,0.0108,54,0.0108,5000
right,53,0.0106,53,0.0106,5000
plan,53,0.0106,53,0.0106,5000
christmas,53,0.0106,52,0.0104,5000
care,52,0.0104,52,0.0104,5000
nyc,52,0.0104,52,0.0104,5000
media,52,0.0104,52,0.0104,5000
president,51,0.0102,51,0.0102,5000
unitedhealthcare,51,0.0102,51,0.0102,5000
killing,51,0.0102,51,0.0102,5000
game,50,0.01,50,0.01,5000
hegseth,50,0.01,50,0.01,5000
old,50,0.01,47,0.0094,5000
mangione,50,0.01,50,0.01,5000
suspect,50,0.01,50,0.01,5000
america,49,0.0098,49,0.0098,5000
watch,49,0.0098,49,0.0098,5000
white,49,0.0098,48,0.0096,5000
israel,48,0.0096,47,0.0094,5000
ex,48,0.0096,48,0.0096,5000
luigi,47,0.0094,47,0.0094,5000
host,47,0.0094,47,0.0094,5000
fbi,46,0.0092,46,0.0092,5000
south,45,0.009,43,0.0086,5000
red,44,0.0088,44,0.0088,5000
women,43,0.0086,43,0.0086,5000
shooting,43,0.0086,43,0.0086,5000
week,43,0.0086,43,0.0086,5000
family,43,0.0086,43,0.0086,5000
maga,42,0.0084,42,0.0084,5000
pick,41,0.0082,41,0.0082,5000
boston,41,0.0082,40,0.008,5000
former,40,0.008,40,0.008,5000
calls,40,0.008,40,0.008,5000
death,40,0.008,40,0.008,5000
social,39,0.0078,39,0.0078,5000
prison,39,0.0078,38,0.0076,5000
help,39,0.0078,39,0.0078,5000
so,38,0.0076,38,0.0076,5000
season,38,0.0076,38,0.0076,5000
december,38,0.0076,38,0.0076,5000
law,38,0.0076,38,0.0076,5000
fall,37,0.0074,37,0.0074,5000
plans,37,0.0074,37,0.0074,5000
senate,37,0.0074,37,0.0074,5000
power,36,0.0072,36,0.0072,5000
war,36,0.0072,36,0.0072,5000
public,36,0.0072,36,0.0072,5000
big,36,0.0072,36,0.0072,5000
election,36,0.0072,36,0.0072,5000
republicans,36,0.0072,36,0.0072,5000
daniel,36,0.0072,36,0.0072,5000
fox,36,0.0072,35,0.007,5000
nba,35,0.007,33,0.0066,5000
rfk,35,0.007,34,0.0068,5000
fight,35,0.007,35,0.007,5000
life,35,0.007,35,0.007,5000
love,34,0.0068,32,0.0064,5000
mass,34,0.0068,33,0.0066,5000
democrats,34,0.0068,34,0.0068,5000
school,34,0.0068,34,0.0068,5000
lawsuit,34,0.0068,34,0.0068,5000
american,33,0.0066,33,0.0066,5000
team,33,0.0066,33,0.0066,5000
rights,33,0.0066,32,0.0064,5000
federal,33,0.0066,33,0.0066,5000
gifts,33,0.0066,33,0.0066,5000
