term,term_count,term_ratio,doc_count,doc_ratio,sample_size
new,294,0.0588,288,0.0576,5000
2023,128,0.0256,127,0.0254,5000
man,103,0.0206,102,0.0204,5000
sudan,92,0.0184,91,0.0182,5000
day,82,0.0164,81,0.0162,5000
biden,78,0.0156,78,0.0156,5000
game,72,0.0144,71,0.0142,5000
time,70,0.014,69,0.0138,5000
ukraine,70,0.014,70,0.014,5000
trump,67,0.0134,66,0.0132,5000
star,65,0.013,65,0.013,5000
draft,63,0.0126,60,0.012,5000
school,62,0.0124,62,0.0124,5000
review,62,0.0124,62,0.0124,5000
health,60,0.012,58,0.0116,5000
watch,60,0.012,60,0.012,5000
april,58,0.0116,55,0.011,5000
house,58,0.0116,58,0.0116,5000
people,58,0.0116,58,0.0116,5000
back,56,0.0112,56,0.0112,5000
city,56,0.0112,55,0.011,5000
world,54,0.0108,54,0.0108,5000
news,54,0.0108,52,0.0104,5000
life,54,0.0108,53,0.0106,5000
court,54,0.0108,54,0.0108,5000
china,54,0.0108,53,0.0106,5000
series,53,0.0106,52,0.0104,5000
tucker,53,0.0106,53,0.0106,5000
nfl,52,0.0104,51,0.0102,5000
carlson,52,0.0104,52,0.0104,5000
south,51,0.0102,51,0.0102,5000
free,50,0.01,50,0.01,5000
help,50,0.01,49,0.0098,5000
big,48,0.0096,48,0.0096,5000
women,46,0.0092,46,0.0092,5000
war,45,0.009,45,0.009,5000
bill,45,0.009,45,0.009,5000
down,45,0.009,45,0.009,5000
old,44,0.0088,43,0.0086,5000
season,43,0.0086,43,0.0086,5000
family,43,0.0086,43,0.0086,5000
american,43,0.0086,43,0.0086,5000
need,42,0.0084,42,0.0084,5000
woman,42,0.0084,42,0.0084,5000
week,42,0.0084,41,0.0082,5000
police,42,0.0084,42,0.0084,5000
good,41,0.0082,39,0.0078,5000
death,41,0.0082,41,0.0082,5000
long,41,0.0082,41,0.0082,5000
fox,41,0.0082,41,0.0082,5000
love,40,0.008,40,0.008,5000
u.s.,40,0.008,40,0.008,5000
disney,39,0.0078,39,0.0078,5000
dies,39,0.0078,39,0.0078,5000
win,39,0.0078,39,0.0078,5000
end,38,0.0076,38,0.0076,5000
harry,38,0.0076,37,0.0074,5000
final,38,0.0076,38,0.0076,5000
ai,38,0.0076,37,0.0074,5000
movie,37,0.0074,37,0.0074,5000
trial,37,0.0074,37,0.0074,5000
tv,37,0.0074,37,0.0074,5000
report,37,0.0074,37,0.0074,5000
deal,36,0.0072,36,0.0072,5000
high,36,0.0072,36,0.0072,5000
crisis,36,0.0072,36,0.0072,5000
video,35,0.007,35,0.007,5000
york,34,0.0068,32,0.0064,5000
community,34,0.0068,33,0.0066,5000
black,34,0.0068,33,0.0066,5000
2024,34,0.0068,34,0.0068,5000
dead,34,0.0068,34,0.0068,5000
chief,33,0.0066,33,0.0066,5000
live,33,0.0066,31,0.0062,5000
music,33,0.0066,33,0.0066,5000
open,33,0.0066,32,0.0064,5000
public,33,0.0066,33,0.0066,5000
former,33,0.0066,33,0.0066,5000
children,33,0.0066,33,0.0066,5000
night,32,0.0064,29,0.0058,5000
future,32,0.0064,32,0.0064,5000
law,32,0.0064,32,0.0064,5000
uk,32,0.0064,32,0.0064,5000
work,32,0.0064,32,0.0064,5000
climate,31,0.0062,31,0.0062,5000
local,31,0.0062,31,0.0062,5000
film,31,0.0062,30,0.006,5000
history,31,0.0062,31,0.0062,5000
texas,31,0.0062,31,0.0062,5000
north,31,0.0062,31,0.0062,5000
president,30,0.006,30,0.006,5000
plan,30,0.006,30,0.006,5000
white,30,0.006,30,0.006,5000
care,30,0.006,29,0.0058,5000
set,30,0.006,30,0.006,5000
king,30,0.006,30,0.006,5000
signs,30,0.006,30,0.006,5000
exclusive,29,0.0058,29,0.0058,5000
story,29,0.0058,29,0.0058,5000
study,29,0.0058,29,0.0058,5000
